No,Type,Title,Authors,Track,Paper_Link,PDF_Link,arXiv_Link
1,Dataset,Shadow Removal Refinement via Material-Consistent Shadow Edges,"Shilin Hu, Hieu Le, ShahRukh Athar, Sagnik Das, Dimitris Samaras",Main,https://openaccess.thecvf.com/content/WACV2025/html/Hu_Shadow_Removal_Refinement_via_Material-Consistent_Shadow_Edges_WACV_2025_paper.html,https://openaccess.thecvf.com/content/WACV2025/papers/Hu_Shadow_Removal_Refinement_via_Material-Consistent_Shadow_Edges_WACV_2025_paper.pdf,http://arxiv.org/abs/2409.06848
2,Dataset,CT to PET Translation: A Large-Scale Dataset and Domain-Knowledge-Guided Diffusion Approach,"Dac Thai Nguyen, Trung Thanh Nguyen, Huu Tien Nguyen, Thanh Trung Nguyen, Huy Hieu Pham, Thanh Hung Nguyen, Thao Nguyen Truong, Phi Le Nguyen",Main,https://openaccess.thecvf.com/content/WACV2025/html/Nguyen_CT_to_PET_Translation_A_Large-Scale_Dataset_and_Domain-Knowledge-Guided_Diffusion_WACV_2025_paper.html,https://openaccess.thecvf.com/content/WACV2025/papers/Nguyen_CT_to_PET_Translation_A_Large-Scale_Dataset_and_Domain-Knowledge-Guided_Diffusion_WACV_2025_paper.pdf,http://arxiv.org/abs/2410.21932
3,Dataset,GTA-HDR: A Large-Scale Synthetic Dataset for HDR Image Reconstruction,"Hrishav Bakul Barua, Kalin Stefanov, KokSheik Wong, Abhinav Dhall, Ganesh Krishnasamy",Main,https://openaccess.thecvf.com/content/WACV2025/html/Barua_GTA-HDR_A_Large-Scale_Synthetic_Dataset_for_HDR_Image_Reconstruction_WACV_2025_paper.html,https://openaccess.thecvf.com/content/WACV2025/papers/Barua_GTA-HDR_A_Large-Scale_Synthetic_Dataset_for_HDR_Image_Reconstruction_WACV_2025_paper.pdf,
4,Dataset,IRIS-VIS: A New Dataset for Visibility Estimation in an Industrial Environment,"Flavien Armangeon, Thibaud Ehret, Enric Meinhardt-Llopis, Rafael Grompone von Gioi, Guillaume Thibault, Marc Petit, Gabriele Facciolo",Main,https://openaccess.thecvf.com/content/WACV2025/html/Armangeon_IRIS-VIS_A_New_Dataset_for_Visibility_Estimation_in_an_Industrial_WACV_2025_paper.html,https://openaccess.thecvf.com/content/WACV2025/papers/Armangeon_IRIS-VIS_A_New_Dataset_for_Visibility_Estimation_in_an_Industrial_WACV_2025_paper.pdf,
5,Dataset,DiL: An Explainable and Practical Metric for Abnormal Uncertainty in Object Detection,"Amit Giloni, Omer Hofman, Ikuya Morikawa, Toshiya Shimizu, Yuval Elovici, Asaf Shabtai",Main,https://openaccess.thecvf.com/content/WACV2025/html/Giloni_DiL_An_Explainable_and_Practical_Metric_for_Abnormal_Uncertainty_in_WACV_2025_paper.html,https://openaccess.thecvf.com/content/WACV2025/papers/Giloni_DiL_An_Explainable_and_Practical_Metric_for_Abnormal_Uncertainty_in_WACV_2025_paper.pdf,
6,Dataset,SoundLoc3D: Invisible 3D Sound Source Localization and Classification using a Multimodal RGB-D Acoustic Camera,"Yuhang He, Sangyun Shin, Anoop Cherian, Niki Trigoni, Andrew Markham",Main,https://openaccess.thecvf.com/content/WACV2025/html/He_SoundLoc3D_Invisible_3D_Sound_Source_Localization_and_Classification_using_a_WACV_2025_paper.html,https://openaccess.thecvf.com/content/WACV2025/papers/He_SoundLoc3D_Invisible_3D_Sound_Source_Localization_and_Classification_using_a_WACV_2025_paper.pdf,
7,Dataset,I Spy with My Little Eye A Minimum Cost Multicut Investigation of Dataset Frames,"Katharina Prasse, Isaac Bravo, Stefanie Walter, Margret Keuper",Main,https://openaccess.thecvf.com/content/WACV2025/html/Prasse_I_Spy_with_My_Little_Eye_A_Minimum_Cost_Multicut_WACV_2025_paper.html,https://openaccess.thecvf.com/content/WACV2025/papers/Prasse_I_Spy_with_My_Little_Eye_A_Minimum_Cost_Multicut_WACV_2025_paper.pdf,http://arxiv.org/abs/2412.01296
8,Dataset,A Semantically Impactful Image Manipulation Dataset: Characterizing Image Manipulations using Semantic Significance,"Yuwei Chen, Ming-Ching Chang, Mattias Kirchner, Zhenfei Zhang, Xin Li, Arslan Basharat, Anthony Hoogs",Main,https://openaccess.thecvf.com/content/WACV2025/html/Chen_A_Semantically_Impactful_Image_Manipulation_Dataset_Characterizing_Image_Manipulations_using_WACV_2025_paper.html,https://openaccess.thecvf.com/content/WACV2025/papers/Chen_A_Semantically_Impactful_Image_Manipulation_Dataset_Characterizing_Image_Manipulations_using_WACV_2025_paper.pdf,
9,Dataset,Which Transformer to Favor: A Comparative Analysis of Efficiency in Vision Transformers,"Tobias Christian Nauen, Sebastian Palacio, Federico Raue, Andreas Dengel",Main,https://openaccess.thecvf.com/content/WACV2025/html/Nauen_Which_Transformer_to_Favor_A_Comparative_Analysis_of_Efficiency_in_WACV_2025_paper.html,https://openaccess.thecvf.com/content/WACV2025/papers/Nauen_Which_Transformer_to_Favor_A_Comparative_Analysis_of_Efficiency_in_WACV_2025_paper.pdf,http://arxiv.org/abs/2308.09372
10,Dataset,SMDAF: A Scalable Sidewalk Material Data Acquisition Framework with Bidirectional Cross-Modal Knowledge Distillation,"Jiawei Liu, Wayne Lam, Zhigang Zhu, Hao Tang",Main,https://openaccess.thecvf.com/content/WACV2025/html/Liu_SMDAF_A_Scalable_Sidewalk_Material_Data_Acquisition_Framework_with_Bidirectional_WACV_2025_paper.html,https://openaccess.thecvf.com/content/WACV2025/papers/Liu_SMDAF_A_Scalable_Sidewalk_Material_Data_Acquisition_Framework_with_Bidirectional_WACV_2025_paper.pdf,
