No,Type,Title,Authors,Volume,Issue,Published,Status,DOI,Paper_Link
1,Dataset,"A comprehensive survey of oracle character recognition: Challenges, datasets, methodology, and beyond","Jing Li, Xueke Chi, Qiufeng Wang, Kaizhu Huang, Da-Han Wang, Yongge Liu, Cheng-Lin Liu",169.0,,2026-1,Issue/Volume,10.1016/j.patcog.2025.111824,https://doi.org/10.1016/j.patcog.2025.111824
2,Dataset,Skeleton-prompt: A cross-dataset transfer learning approach for skeleton action recognition,"Mingqi Lu, Xiaobo Lu, Jun Liu",169.0,,2026-1,Issue/Volume,10.1016/j.patcog.2025.111885,https://doi.org/10.1016/j.patcog.2025.111885
3,Dataset,Towards to real world vehicle privacy protection: A new dataset and benchmark,"Jiayi Lin, Chengming Zou, Long Lan, Yong Luo, Yue Yu, Yaowei Wang, Wei Zeng, Yonghong Tian",169.0,,2026-1,Issue/Volume,10.1016/j.patcog.2025.111918,https://doi.org/10.1016/j.patcog.2025.111918
4,Dataset,Supervised incremental feature selection using regularization vector for dynamic multi-scale interval valued datasets,"Zihan Feng, Xiaoyan Zhang",170.0,,2026-2,Issue/Volume,10.1016/j.patcog.2025.111985,https://doi.org/10.1016/j.patcog.2025.111985
5,Dataset,SpIRL: Spatially-aware image representation learning under the supervision of relative position descriptors,"Logan Servant, Michaël Clément, Laurent Wendling, Camille Kurtz",170.0,,2026-2,Issue/Volume,10.1016/j.patcog.2025.112013,https://doi.org/10.1016/j.patcog.2025.112013
6,Dataset,Dual-regularized mixed spatial attention network for breast MRI classification: dataset and methodology,"Zongmo Huang, Ying Jiang, Guowu Yang, Yuting Wang, Wenjing Yang",170.0,,2026-2,Issue/Volume,10.1016/j.patcog.2025.112039,https://doi.org/10.1016/j.patcog.2025.112039
7,Dataset,TPFS: A three-phase heuristic feature selection algorithm for large-scale sample datasets,"Haoran Su, Jinkun Chen",170.0,,2026-2,Issue/Volume,10.1016/j.patcog.2025.112084,https://doi.org/10.1016/j.patcog.2025.112084
8,Dataset,Multi-level graph self-supervised learning for multi-modal medical corpus construction,"Yuping Lin, Jingxi Feng, Xudong Chen, Rundong Xue, Jue Jiang, Zhiqiang Tian, Juan Wang",171.0,,2026-3,Issue/Volume,10.1016/j.patcog.2025.112113,https://doi.org/10.1016/j.patcog.2025.112113
9,Dataset,Hyper adversarial tuning for boosting adversarial robustness of pretrained large vision transformers,"Kangtao Lv, Wenyan Fan, Huangsen Cao, Kainan Tu, Yihuai Xu, Zhimeng Zhang, Yang Li, Xin Ding, Yongwei Wang",171.0,,2026-3,Issue/Volume,10.1016/j.patcog.2025.112158,https://doi.org/10.1016/j.patcog.2025.112158
10,Dataset,OpenCIL: Benchmarking out-of-distribution detection in class incremental learning,"Wenjun Miao, Guansong Pang, Trong-Tung Nguyen, Ruohuan Fang, Jin Zheng, Xiao Bai",171.0,,2026-3,Issue/Volume,10.1016/j.patcog.2025.112163,https://doi.org/10.1016/j.patcog.2025.112163
11,Dataset,Precision at scale: Domain-specific datasets on-demand,"Jesús M. Rodríguez-de-Vera, Imanol G. Estepa, Ignacio Sarasúa, Bhalaji Nagarajan, Petia Radeva",171.0,,2026-3,Issue/Volume,10.1016/j.patcog.2025.112236,https://doi.org/10.1016/j.patcog.2025.112236
12,Dataset,mChartQA and mChartQABench: A multimodal-only solution for complex chart question-answering,"Jingxuan Wei, Nan Xu, Guiyong Chang, Yin Luo, Bihui Yu, Ruifeng Guo",172.0,,2026-4,Issue/Volume,10.1016/j.patcog.2025.112348,https://doi.org/10.1016/j.patcog.2025.112348
13,Dataset,Leveraging synthetic data for zero–shot and few–shot circle detection in real–world domains,"Paolo Andreini, Marco Tanfoni, Simone Bonechi, Monica Bianchini",172.0,,2026-4,Issue/Volume,10.1016/j.patcog.2025.112407,https://doi.org/10.1016/j.patcog.2025.112407
14,Dataset,Benchmarking the spatial robustness of DNNs via natural and adversarial localized corruptions,"Giulia Marchiori Pietrosanti, Giulio Rossolini, Alessandro Biondi, Giorgio Buttazzo",172.0,,2026-4,Issue/Volume,10.1016/j.patcog.2025.112412,https://doi.org/10.1016/j.patcog.2025.112412
